BINOMIAL,CITATION,CLASS,ORDER,FAMILY,GENUS,TSN,IUCN_ID,COMMON,IUCN_STATUS
Bambusicola thoracicus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Bambusicola,,22725191,"Chinese Bamboo-partridge, Chinese Bamboo Partridge, Chinese Bamboo-Partridge",LC
Bambusicola sonorivox,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Bambusicola,,22725205,Taiwan Bamboo-partridge,LC
Bonasa bonasia,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Bonasa,175801,22679494,Hazel Grouse,LC
Bonasa sewerzowi,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Bonasa,175802,22679497,Chinese Grouse,NT
Bonasa umbellus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Bonasa,175790,22679500,Ruffed Grouse,LC
Bonasa bonasia,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Bonasa,,22679494,Hazel Grouse,LC
Bonasa sewerzowi,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Bonasa,,22679497,Chinese Grouse,NT
Bonasa umbellus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Bonasa,,22679500,Ruffed Grouse,LC
Caloperdix oculeus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Caloperdix,677550,22679094,Ferruginous Partridge,NT
Caloperdix oculeus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Caloperdix,,22679094,Ferruginous Partridge,NT
Catreus wallichii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Catreus,677554,22679312,Cheer Pheasant,VU
Catreus wallichii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Catreus,,22679312,"Cheer Pheasant, Wallich's Pheasant, Chir Pheasant",VU
Centrocercus urophasianus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Centrocercus,175855,22679503,Greater Sage-grouse,NT
Centrocercus minimus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Centrocercus,677540,22728472,Gunnison Sage-grouse,EN
Centrocercus urophasianus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Centrocercus,,22679503,"Sage Grouse, Sage Grouse, Greater Sage-Grouse, Greater Sage Grouse",NT
Centrocercus minimus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Centrocercus,,22728472,"Gunnison Grouse , Gunnison Sage Grouse, Gunnison Grouse, Gunnison Sage-Grouse",EN
Chrysolophus pictus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Chrysolophus,176100,22679355,Golden Pheasant,LC
Chrysolophus amherstiae,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Chrysolophus,176099,22679358,Lady Amherst's Pheasant,LC
Chrysolophus pictus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Chrysolophus,,22679355,Golden Pheasant,LC
Chrysolophus amherstiae,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Chrysolophus,,22679358,Lady Amherst's Pheasant,LC
Coturnix coturnix,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Coturnix,553871,22678944,Common Quail,LC
Coturnix japonica,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Coturnix,176013,22678949,Japanese Quail,NT
Coturnix pectoralis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Coturnix,176015,22678952,Stubble Quail,LC
Coturnix novaezelandiae,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Coturnix,553872,22678955,New Zealand Quail,EX
Coturnix coromandelica,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Coturnix,176010,22678958,Rain Quail,LC
Coturnix delegorguei,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Coturnix,176012,22678961,Harlequin Quail,LC
Coturnix coturnix,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Coturnix,,22678944,"Common Quail, Quail",LC
Coturnix japonica,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Coturnix,,22678949,Japanese Quail,NT
Coturnix pectoralis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Coturnix,,22678952,Stubble Quail,LC
Coturnix novaezelandiae,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Coturnix,,22678955,New Zealand Quail ,EX
Coturnix coromandelica,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Coturnix,,22678958,Rain Quail,LC
Coturnix delegorguei,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Coturnix,,22678961,Harlequin Quail,LC
Crossoptilon harmani,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Crossoptilon,553886,22679287,Tibetan Eared-pheasant,NT
Crossoptilon crossoptilon,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Crossoptilon,176072,22679292,White Eared-pheasant,NT
Crossoptilon mantchuricum,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Crossoptilon,176073,22679299,Brown Eared-pheasant,VU
Crossoptilon auritum,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Crossoptilon,176071,22679307,Blue Eared-pheasant,LC
Crossoptilon harmani,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Crossoptilon,,22679287,"Tibetan Eared-pheasant, Tibetan Eared Pheasant, Tibetan Eared-Pheasant",NT
Crossoptilon crossoptilon,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Crossoptilon,,22679292,"White Eared-pheasant, White Eared-Pheasant, White Eared Pheasant",NT
Crossoptilon mantchuricum,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Crossoptilon,,22679299,"Brown Eared-pheasant, Manchurian Eared-pheasant, Brown Eared-Pheasant, Brown Eared Pheasant",VU
Crossoptilon auritum,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Crossoptilon,,22679307,"Blue Eared-pheasant, Blue Eared Pheasant, Blue Eared-Pheasant",LC
Dendragapus obscurus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Dendragapus,175860,22734690,Dusky Grouse,LC
Dendragapus fuliginosus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Dendragapus,0,22734695,Sooty Grouse,LC
Dendragapus obscurus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Dendragapus,,22734690,Dusky Grouse,LC
Dendragapus fuliginosus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Dendragapus,,22734695,Sooty Grouse,LC
Dendroperdix sephaena,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Dendroperdix,,22678752,Crested Francolin,LC
Falcipennis falcipennis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Falcipennis,175781,22679446,Siberian Grouse,NT
Falcipennis canadensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Falcipennis,175859,61204079,Spruce Grouse,LC
Falcipennis falcipennis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Falcipennis,,22679446,Siberian Grouse,NT
Falcipennis canadensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Falcipennis,,61204079,Spruce Grouse,LC
Falcipennis franklinii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Falcipennis,,61204155,Franklin's Grouse,LC
Francolinus francolinus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175974,22678719,Black Francolin,LC
Francolinus pictus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175990,22678722,Painted Francolin,LC
Francolinus pintadeanus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,553831,22678725,Chinese Francolin,LC
Francolinus pondicerianus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175992,22678728,Grey Francolin,LC
Francolinus gularis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175976,22678733,Swamp Francolin,VU
Peliperdix coqui,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175971,22678736,Coqui Francolin,LC
Peliperdix albogularis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175965,22678740,White-throated Francolin,LC
Peliperdix schlegelii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175995,22678744,Schlegel's Francolin,LC
Peliperdix lathami,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175982,22678748,Forest Francolin,LC
Dendroperdix sephaena,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175996,22678752,Crested Francolin,LC
Scleroptila streptophora,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175999,22678756,Ring-necked Francolin,NT
Scleroptila finschi,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175973,22678760,Finsch's Francolin,LC
Scleroptila afra,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175963,22678764,Grey-winged Francolin,LC
Scleroptila levaillantii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175984,22678769,Red-winged Francolin,LC
Scleroptila shelleyi,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175997,22728223,Shelley's Francolin,LC
Scleroptila gutturalis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,677543,22678790,Orange River Francolin,LC
Pternistis hartlaubi,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175977,22678799,Hartlaub's Francolin,LC
Pternistis bicalcaratus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175966,22678803,Double-spurred Francolin,LC
Pternistis clappertoni,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175970,22678807,Clapperton's Francolin,LC
Pternistis icterorhynchus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175980,22678811,Heuglin's Francolin,LC
Pternistis harwoodi,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175978,22678815,Harwood's Francolin,VU
Pternistis adspersus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175961,22678819,Red-billed Francolin,LC
Pternistis capensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175968,22678823,Cape Francolin,LC
Pternistis hildebrandti,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175979,22678827,Hildebrandt's Francolin,LC
Pternistis natalensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175987,22678831,Natal Francolin,LC
Pternistis ahantensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175964,22678835,Ahanta Francolin,LC
Pternistis squamatus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175998,22678839,Scaly Francolin,LC
Pternistis griseostriatus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175975,22678843,Grey-striped Francolin,LC
Pternistis leucoscepus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175983,22678847,Yellow-necked Spurfowl,LC
Pternistis rufopictus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175994,22678851,Grey-breasted Spurfowl,LC
Pternistis afer,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175962,22678855,Red-necked Spurfowl,LC
Pternistis swainsonii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,176000,22678860,Swainson's Spurfowl,LC
Pternistis erckelii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175972,22678865,Erckel's Francolin,LC
Pternistis ochropectus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,677544,22678869,Djibouti Francolin,CR
Pternistis nobilis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175988,22678883,Handsome Francolin,LC
Pternistis jacksoni,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175981,22678887,Jackson's Francolin,LC
Pternistis camerunensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,175967,22678891,Mount Cameroon Francolin,EN
Pternistis swierstrai,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,176001,22678896,Swierstra's Francolin,EN
Francolinus francolinus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,,22678719,Black Francolin,LC
Francolinus pictus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,,22678722,Painted Francolin,LC
Francolinus pintadeanus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,,22678725,Chinese Francolin,LC
Francolinus pondicerianus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,,22678728,"Grey Francolin, Gray Francolin",LC
Francolinus gularis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Francolinus,,22678733,Swamp Francolin,VU
Galloperdix spadicea,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Galloperdix,176055,22679131,Red Spurfowl,LC
Galloperdix lunulata,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Galloperdix,176054,22679134,Painted Spurfowl,LC
Galloperdix bicalcarata,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Galloperdix,176053,22679137,Sri Lanka Spurfowl,LC
Galloperdix spadicea,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Galloperdix,,22679131,Red Spurfowl,LC
Galloperdix lunulata,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Galloperdix,,22679134,Painted Spurfowl,LC
Galloperdix bicalcarata,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Galloperdix,,22679137,"Sri Lanka Spurfowl, Ceylon Spurfowl",LC
Gallus gallus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Gallus,176086,22679199,Red Junglefowl,LC
Gallus sonneratii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Gallus,176088,22679203,Grey Junglefowl,LC
Gallus lafayettii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Gallus,553881,22679209,Sri Lanka Junglefowl,LC
Gallus varius,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Gallus,176089,22679213,Green Junglefowl,LC
Gallus gallus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Gallus,,22679199,Red Junglefowl,LC
Gallus sonneratii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Gallus,,22679203,"Grey Junglefowl, Sonnerat's Junglefowl",LC
Gallus lafayettii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Gallus,,22679209,"Sri Lanka Junglefowl, Ceylon Junglefowl",LC
Gallus varius,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Gallus,,22679213,Green Junglefowl,LC
Haematortyx sanguiniceps,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Haematortyx,176044,22679103,Crimson-headed Partridge,LC
Haematortyx sanguiniceps,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Haematortyx,,22679103,Crimson-headed Partridge,LC
Ithaginis cruentus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Ithaginis,553879,22679144,Blood Pheasant,LC
Ithaginis cruentus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Ithaginis,,22679144,Blood Pheasant,LC
Lagopus lagopus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lagopus,175804,22679460,Willow Ptarmigan,LC
Lagopus muta,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lagopus,677542,22679464,Rock Ptarmigan,LC
Lagopus leucura,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lagopus,677541,22679473,White-tailed Ptarmigan,LC
Lagopus lagopus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lagopus,,22679460,"Willow Grouse, Willow Grouse and Red Grouse",LC
Lagopus muta,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lagopus,,22679464,"Rock Ptarmigan, Ptarmigan",LC
Lagopus leucura,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lagopus,,22679473,White-tailed Ptarmigan,LC
Lerwa lerwa,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lerwa,175945,22678649,Snow Partridge,LC
Lerwa lerwa,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lerwa,,22678649,Snow Partridge,LC
Lophophorus impejanus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophophorus,176067,22679182,Himalayan Monal,LC
Lophophorus sclateri,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophophorus,176069,22679185,Sclater's Monal,VU
Lophophorus lhuysii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophophorus,553880,22679192,Chinese Monal,VU
Lophophorus impejanus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophophorus,,22679182,Himalayan Monal,LC
Lophophorus sclateri,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophophorus,,22679185,"Sclater's Monal, Crestless Monal",VU
Lophophorus lhuysii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophophorus,,22679192,"Chinese Monal, Chinese Impeyan",VU
Lophura leucomelanos,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,553882,22679217,Kalij Pheasant,LC
Lophura nycthemera,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,176083,22679220,Silver Pheasant,LC
Lophura edwardsi,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,176077,45354985,Edwards's Pheasant,CR
Lophura swinhoii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,553883,22679241,Swinhoe's Pheasant,NT
Lophura inornata,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,176081,45355372,Salvadori's Pheasant,NT
Lophura erythrophthalma,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,176078,22727411,Crestless Fireback,VU
Lophura ignita,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,176079,22727431,Crested Fireback,NT
Lophura diardi,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,176076,22679274,Siamese Fireback,LC
Lophura bulweri,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,176075,22679278,Wattled Pheasant,VU
Lophura leucomelanos,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,,22679217,Kalij Pheasant,LC
Lophura nycthemera,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,,22679220,Silver Pheasant,LC
Lophura swinhoii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,,22679241,Swinhoe's Pheasant,NT
Lophura diardi,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,,22679274,"Siamese Fireback, Diard's Fireback",LC
Lophura bulweri,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,,22679278,"Bulwer's Pheasant, Bulwer's Pheasant, White-tailed Wattled Pheasant",VU
Lophura erythrophthalma,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,,22727411,"Malay Crestless Fireback, Rufous-tailed Pheasant, Crestless Fireback",VU
Lophura pyronota,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,,22727425,Bornean Crestless Fireback,VU
Lophura ignita,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,,22727431,"Bornean Crested Fireback, Vieillot's Fireback, Crested Fireback",NT
Lophura rufa,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,,22727445,Malay Crested Fireback,NT
Lophura edwardsi,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,,45354985,Edwards's Pheasant,CR
Lophura inornata,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lophura,,45355372,Salvadori's Pheasant,NT
Lyrurus tetrix,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lyrurus,553891,22679480,Black Grouse,LC
Lyrurus mlokosiewiczi,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lyrurus,553892,22679483,Caucasian Grouse,NT
Lyrurus tetrix,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lyrurus,,22679480,Black Grouse,LC
Lyrurus mlokosiewiczi,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Lyrurus,,22679483,"Caucasian Grouse, Caucasian Black Grouse",NT
Margaroperdix madagarensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Margaroperdix,176005,22678927,Madagascar Partridge,LC
Margaroperdix madagarensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Margaroperdix,,22678927,Madagascar Partridge,LC
Melanoperdix niger,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Melanoperdix,677546,22678934,Black Partridge,VU
Melanoperdix niger,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Melanoperdix,,22678934,"Black Partridge, Black Wood-partridge",VU
Meleagris gallopavo,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Meleagris,176136,22679525,Wild Turkey,LC
Meleagris ocellata,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Meleagris,553897,22679529,Ocellated Turkey,NT
Meleagris gallopavo,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Meleagris,,22679525,"Wild Turkey, Turkey",LC
Meleagris ocellata,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Meleagris,,22679529,Ocellated Turkey,NT
Ophrysia superciliosa,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Ophrysia,176057,22679141,Himalayan Quail,CR
Ophrysia superciliosa,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Ophrysia,,22679141,Himalayan Quail,CR
Pavo cristatus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pavo,176113,22679435,Indian Peafowl,LC
Pavo muticus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pavo,176114,22679440,Green Peafowl,EN
Pavo cristatus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pavo,,22679435,"Indian Peafowl, Common Peafowl, Peafowl",LC
Pavo muticus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Pavo,,22679440,"Green Peafowl, Green-necked Peafowl",EN
Peliperdix coqui,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Peliperdix,,22678736,Coqui Francolin,LC
Peliperdix albogularis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Peliperdix,,22678740,White-throated Francolin,LC
Peliperdix schlegelii,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Peliperdix,,22678744,Schlegel's Francolin,LC
Peliperdix lathami,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Peliperdix,,22678748,Forest Francolin,LC
Perdicula asiatica,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Perdicula,176019,22678997,Jungle Bush-quail,LC
Perdicula argoondah,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Perdicula,553875,22679002,Rock Bush-quail,LC
Perdicula erythrorhyncha,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Perdicula,176020,22679007,Painted Bush-quail,LC
Perdicula manipurensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Perdicula,176021,22679012,Manipur Bush-quail,EN
Perdicula asiatica,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Perdicula,,22678997,"Jungle Bush-quail, Jungle Bush Quail, Jungle Bush-Quail",LC
Perdicula argoondah,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Perdicula,,22679002,"Rock Bush-quail, Rock Bush Quail, Rock Bush-Quail",LC
Perdicula erythrorhyncha,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Perdicula,,22679007,"Painted Bush-quail, Painted Bush Quail, Painted Bush-Quail",LC
Perdicula manipurensis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Perdicula,,22679012,"Manipur Bush-quail, Manipur Bush Quail, Manipur Bush-Quail",EN
Perdix perdix,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Perdix,175915,22678911,Grey Partridge,LC
Perdix dauurica,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Perdix,553868,22678916,Daurian Partridge,LC
Perdix hodgsoniae,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Perdix,553869,22678919,Tibetan Partridge,LC
Perdix perdix,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Perdix,,22678911,"Grey Partridge, Gray Partridge, Partridge",LC
Perdix dauurica,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Perdix,,22678916,Daurian Partridge,LC
Perdix hodgsoniae,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Perdix,,22678919,Tibetan Partridge,LC
Phasianus colchicus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Phasianus,175905,45100023,Common Pheasant,LC
Phasianus versicolor,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Phasianus,,22732650,Green Pheasant,LC
Phasianus colchicus,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Phasianus,,45100023,Common Pheasant,LC
Polyplectron chalcurum,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Polyplectron,553888,22679361,Bronze-tailed Peacock-pheasant,LC
Polyplectron inopinatum,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Polyplectron,176103,22679365,Mountain Peacock-pheasant,VU
Polyplectron germaini,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Polyplectron,176105,22679372,Germain's Peacock-pheasant,NT
Polyplectron malacense,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Polyplectron,176107,22679385,Malayan Peacock-pheasant,VU
Polyplectron schleiermacheri,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Polyplectron,553889,22679393,Bornean Peacock-pheasant,EN
Polyplectron napoleonis,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Polyplectron,677552,22679398,Palawan Peacock-pheasant,VU
Polyplectron katsumatae,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Polyplectron,0,22734897,Hainan Peacock-pheasant,EN
Polyplectron bicalcaratum,Birdlife International 2011,AVES,GALLIFORMES,PHASIANIDAE,Polyplectron,176102,22736199,Grey Peacock-pheasant,LC
